ds,yhat,yhat_lower,yhat_upper
2011-02-11,23132.583625095507,5319.091858449133,41699.205173384034
2011-02-13,9569.197520730751,-7381.969597539459,27377.56552195177
2011-02-14,22610.215353468135,6035.3609689214,41085.22161600046
2011-02-15,26576.118224155212,9098.873262930081,45272.51340370253
2011-02-16,23848.20391006104,6434.365665799212,40562.58261759816
2011-02-17,31114.461965065566,14026.854426605247,49649.5150128641
2011-02-18,23117.73373465496,4186.1425323809135,40840.92065088143
2011-02-20,9554.347989970045,-7915.470151771335,28176.246600108025
2011-02-21,22595.36600247905,5749.689530795476,39427.88865929021
2011-02-22,26561.269052972388,8694.181590762588,43498.95617933493
2011-02-23,23833.35491872845,6281.110573249474,41952.676296937316
2011-02-24,31099.61315354387,12379.431596522285,48389.284316414996
2011-02-25,23102.88492316093,5637.590094325277,41855.528181189526
2011-02-27,9539.49917847994,-7381.00679977778,26896.987205413167
2011-02-28,22580.517191032188,4619.417369182142,40818.656713539334
2011-03-01,26546.420241496962,8290.593020454917,44950.86376116467
2011-03-02,23825.373166434743,5616.424746251874,41722.50607913061
2011-03-03,31098.498460374427,13114.666788837334,49512.57423068362
2011-03-04,23108.637289136626,4580.6069749641865,40094.83594221487
2011-03-06,9558.985662785126,-7559.140569804661,27265.132843398846
2011-03-07,22606.870734539676,5431.332072502819,39642.98528483803
2011-03-08,26579.640844134952,8152.228183669327,44696.52471083978
2011-03-09,23858.593768946455,6286.066625727726,41060.290851334306
2011-03-10,31131.719063007382,12875.833945190398,49438.20280261393
2011-03-11,23141.85789177495,4505.467612636918,41566.26439263046
2011-03-13,9592.20626537665,-8256.584647559577,27673.29546361398
2011-03-14,22649.805332313954,4951.718936986365,40829.31160999166
2011-03-15,26632.28943711623,8944.716893036344,43596.53344352549
2011-03-16,23920.956357137184,6436.847913588776,42010.962057499724
2011-03-17,31203.795646347135,14195.651814410081,48245.77147270556
2011-03-18,23223.648470296754,4590.55030210228,41012.154905458156
2011-03-20,9693.424834282163,-7572.303210110018,26832.15252574169
2011-03-21,22751.02390116725,5164.893155051696,39831.396167190964
2011-03-22,26733.50800593254,8754.303760217355,44318.50187246659
2011-03-23,24022.174925979314,5264.237581031201,41743.28234445
2011-03-24,31305.439554269982,14134.168413790108,48357.736437843276
2011-03-25,23325.717717334064,6416.66642393404,41915.995555137044
2011-03-27,9796.344759487552,-7322.680449077958,28328.811713905212
2011-03-28,22854.369165491775,3638.8871672835016,40060.55994774325
2011-03-29,26837.278609314322,9544.298488537996,46023.20265300095
2011-03-30,24126.37086854517,6232.424773452121,42279.04523642395
2011-03-31,31409.63549683367,13130.604910138693,49094.622080116336
2011-04-01,23429.91365985004,5314.498135481967,41633.229267898896
2011-04-03,9900.540702007449,-10358.564924606879,27134.385664638237
2011-04-04,22958.565108054903,4527.211991190703,40825.418625500744
2011-04-05,26942.688773116,8744.00325927901,43974.69394805025
2011-04-06,24232.995253504505,5652.370020819775,43936.89310536497
2011-04-07,31517.47410300822,13613.452981191782,49691.13994217382
2011-04-08,23538.966487281006,6716.577854676664,40397.00704555642
2011-04-10,10012.021971881597,-6866.344264469843,27944.977574159988
2011-04-11,23071.260599100184,4014.5191550930253,41035.70918317537
2011-04-12,27055.384264310378,8056.846444823367,45069.20950176695
2011-04-13,24345.690744607582,5932.089181425317,41558.89524219737
2011-04-14,31630.16959413901,13453.47036068233,49088.99146629932
2011-04-15,23651.66197841716,5085.4774309427585,41169.39950257378
2011-04-17,10124.719066045438,-7366.037109881386,28762.74627287296
2011-04-18,23183.95849482862,4781.590169774452,40056.46887038088
2011-04-19,27168.082961473046,9104.468839620575,44291.9533318461
2011-04-20,24458.390243317423,6645.459620780458,41662.99568856836
2011-04-21,31742.869894349555,13689.700008588381,49393.735227733174
2011-04-26,27280.784063189665,8272.3626267513,44924.62082693841
2011-04-27,24571.09134513398,6088.074543334384,42769.47801491979
2011-04-28,31855.57099612981,13133.509158904906,49200.423222210884
2011-05-01,10350.121269586638,-6455.078578812078,28182.73200610472
2011-05-03,27393.485164974947,10222.382099156886,44859.02874060314
2011-05-04,24683.792484569927,7352.690758124385,42945.9055669208
2011-05-05,31968.27217338766,12678.556519321304,49329.28733329909
2011-05-06,23989.76539689975,7388.488806323701,43744.7446904486
2011-05-08,10462.822560033,-6840.942188813033,27950.324784448512
2011-05-09,23522.062026514897,4553.242847421938,40764.929483334854
2011-05-10,27506.186530873267,10554.891645632786,44643.92071577473
2011-05-11,24796.493850549457,6787.069792701177,43365.04720384826
2011-05-12,32080.973539339517,14130.089493928563,50352.364080735926
2011-05-13,24102.466762849508,5831.454516508191,42533.26941209467
2011-05-15,10575.523944641427,-7354.322986858836,29511.514717895327
2011-05-16,23634.763420401883,5301.932272823166,42268.61520151931
2011-05-17,27618.88793415763,9950.25356692113,43937.410461623746
2011-05-18,24909.19526312376,7840.559980527108,42107.53214021345
2011-05-19,32193.67496118052,13702.274877399377,48655.92342723738
2011-05-20,24215.168194008394,6886.016797932887,42184.94271265226
2011-05-22,10688.225375772454,-6341.410540976976,29672.378946106528
2011-05-23,23747.46485153897,5252.047334460352,41137.1678461264
2011-05-24,27731.589365266445,9458.691962285728,45266.86636240996
2011-05-25,25021.896694268507,7741.5533801483,44076.342987597425
2011-05-26,32306.3828232254,13717.6313608809,50638.78599897131
2011-05-27,24327.882486912116,6951.3859283114325,42515.77813183149
2011-05-29,10800.952530406714,-6715.706962105835,28502.390366661144
2011-05-31,27844.329381678468,10078.021933283866,44562.140483014904
2011-06-01,25134.6431415756,7965.122043558991,44370.002091751194
2011-06-02,32419.129270463567,13485.640281031352,50691.02838918044
2011-06-03,24440.62893417051,7441.499306712472,41940.895311151726
2011-06-05,10913.698977721795,-6416.38295979298,27470.873936415173
2011-06-06,23972.944884369994,5660.2975068486185,42014.65122866107
2011-06-07,27957.075828962912,10176.497925969465,45226.71222829906
2011-06-08,25247.389593236483,8003.221060955529,42166.6546365745
2011-06-09,32531.87572670627,13376.18249238964,50052.67808804453
2011-06-10,24553.375394849,6109.673928419183,40830.45276105295
2011-06-12,11026.44544728264,-6903.499592766793,28914.763176231958
2011-06-13,24085.691358470438,5938.9972853603995,43013.55883393592
2011-06-14,28069.82230748927,10041.181035785963,45460.256855402615
2011-06-15,25360.136071757453,7318.957046411144,43044.8988194159
2011-06-16,32644.62220519645,13733.701352904578,49810.105518126504
2011-06-17,24666.121873366857,7016.667534797489,43801.09965724676
2011-06-19,11139.191925849735,-6324.26605360068,28789.814454650004
2011-06-20,24201.60560715773,4829.542501118634,41960.5557091704
2011-06-21,28188.904326449912,9977.2733960575,46094.3950772002
2011-06-22,25482.385860985283,8370.997232924125,43058.20863744497
2011-06-23,32770.039764652116,14722.569911045039,51410.935315026254
2011-06-24,24794.707203110505,7772.761847730208,43191.84718903141
2011-06-26,11274.112796029332,-6121.65895231666,28105.385648860916
2011-06-27,24336.52647741235,4458.4314350786535,42152.468906042835
2011-06-28,28323.825196675967,10631.648540166096,46564.43823737385
2011-06-29,25617.30673123399,7675.228532070393,43193.374979803615
2011-06-30,32913.664590523105,13564.689188041071,52302.77056596366
2011-07-01,24947.03598452322,7970.014256492861,43284.420790464894
2011-07-03,11443.849488704001,-6638.774636717833,28582.6307716948
2011-07-04,24514.96712574608,7410.337369858177,42629.006225005076
2011-07-05,28510.9698005384,10350.442070478015,46848.192174856005
2011-07-06,25813.155290746694,7320.975952933563,43341.95562617615
2011-07-07,33109.51315001365,14340.760186542013,50385.147192536344
2011-07-08,25142.884544060373,6384.0702787176215,41948.52448153109
2011-07-10,11639.69804819436,-6190.119584222071,30218.4992722291
2011-07-11,24710.815685192363,6443.335890287492,42518.05168458631
2011-07-12,28740.718782716518,10740.3409435119,46502.55517490756
2011-07-13,26076.804695436458,8660.50649328264,41222.40034901167
2011-07-14,33407.06297732398,15968.037291213246,50826.13555381065
2011-07-15,25474.33479396889,8188.321002818123,42427.39358847432
2011-07-17,12038.949143287087,-4230.511141853266,29851.590175590303
2011-07-18,25143.967202907632,8391.853794066497,42901.97699946204
2011-07-19,29173.870300393126,11051.824300369024,45724.473900574834
2011-07-20,26509.956213090423,8750.394882696346,44279.17417161993
2011-07-21,33840.214494964406,16288.433075958894,52644.29905905871
2011-07-22,25907.486311610606,7913.744402684473,44302.83995035682
2011-07-24,12547.024048683516,-5337.383209873003,29383.85176429851
2011-07-25,25689.503802159372,8548.835546813796,43021.641472499046
2011-07-26,29756.868593528656,12506.110856592404,48325.82347575406
2011-07-27,27130.416200119427,10140.148091615209,45987.720340501495
2011-07-28,34498.1361758122,15253.214501076056,52002.052715587764
2011-07-29,26602.869686325623,8154.734206895499,44346.76566358391
2011-07-31,13242.407423390974,-3975.295372282859,31184.458439252183
2011-08-01,26384.88717691007,8101.614688078798,43880.099974676494
2011-08-02,30452.251968182125,12889.09256750922,48730.69293091841
2011-08-03,27862.92149370394,10061.977506169747,44661.89059892734
2011-08-04,35267.76338843033,16555.601351711328,52781.00392473842
2011-08-05,27409.61881786174,7621.168975159665,44645.42207114716
2011-08-07,14123.400392832727,-3950.7850517173692,32397.60615486671
2011-08-08,27303.002065294848,9414.637378505653,44232.73481241686
2011-08-09,31407.488775499252,13238.54780052907,48464.363884272636
2011-08-10,28818.158301102278,11002.591250151621,45540.74607042505
2011-08-11,36223.00019580098,17496.417519734376,54683.99883816575
2011-08-12,28364.855625230313,10481.874010228721,46719.79131368019
2011-08-14,15078.637200225518,-1753.5724628183486,32632.66967827291
2011-08-15,28294.08337314964,9753.688002667905,45566.061865718446
2011-08-16,32434.414584072765,13839.429995304132,48903.02502814776
2011-08-17,29880.92861015412,11355.59513031511,47825.76602073301
2011-08-18,37321.61500540181,19866.07935545548,56289.98877090305
2011-08-19,29499.31493543554,11040.405136416693,47713.76006506784
2011-08-21,16284.78551154214,-3625.457329849478,32944.36635156366
2011-08-22,29500.23168449115,12111.615062301431,48430.94244881273
2011-08-23,33640.562895367184,15851.96761829852,51846.62191750342
2011-08-24,31087.076921548483,11781.264471173665,49141.866181763806
2011-08-25,38527.76331680111,20745.644965167678,55275.15553364532
2011-08-26,30727.937402380092,12984.48904220027,49044.83321748204
2011-08-28,17558.356289690746,1329.0699220956967,35816.24020497586
2011-08-30,34959.08198473061,17267.352607755816,53080.74325088556
2011-08-31,32428.07016653463,15581.244179443265,49686.43855232902
2011-09-01,39891.23071731129,23562.180451145676,57527.693609149515
2011-09-02,32091.40480292505,14875.602901891258,51037.383656452614
2011-09-04,18921.823690221383,1321.1988380448606,36966.22441171593
2011-09-05,32159.74401880623,16063.412194840465,51047.24583085707
2011-09-06,36322.54938529418,18314.25265064522,54647.69996200392
2011-09-07,33791.537567010055,17389.672457492543,50590.451907039176
2011-09-08,41254.7096061497,24270.02093357629,58033.942841834556
2011-09-09,33454.89517997297,16962.44155218253,51930.42248651578
2011-09-11,20285.33704379855,841.711360733565,37315.74919494028
2011-09-12,33523.26886062705,16757.18402030175,50475.99918786209
2011-09-13,37686.085715332185,19538.593428290882,55285.15765489235
2011-09-14,35155.085385325074,18577.28657402071,52769.466995392446
2011-09-15,42618.25742438717,24667.542093979304,59867.87310360139
2011-09-16,34818.442998238126,17489.47599559703,54001.82573576141
2011-09-18,21648.88486206761,4087.5717370504176,39286.516928267476
2011-09-19,34886.81694027943,16197.30509025962,53152.720119643964
2011-09-20,39049.634056465606,22457.39851199019,57024.47051158107
2011-09-21,36518.63398795359,19106.527703474818,54505.222335501116
2011-09-22,43981.80628850257,26940.636043055103,61437.249407701784
2011-09-23,36181.99212381804,18804.762789057237,53761.0311070881
2011-09-25,23012.434510564402,5655.2238308459,41759.4743967202
2011-09-26,36250.36658880593,19259.79042070708,53415.51509441032
2011-09-27,40413.183704963536,23947.386552248943,57156.657589632894
2011-09-28,37882.1836364274,20187.337522701604,55588.38715823551
2011-09-29,45345.355936995475,27024.45243920256,63565.27317043952
2011-09-30,37545.5418253326,18876.810651816784,55364.633549863975
2011-10-02,24375.984318200724,6553.663896160398,41536.22064705735
2011-10-03,37613.91644952874,20113.398181471366,55517.02946650205
2011-10-04,41776.73361871099,23324.089466580877,58534.14929861074
2011-10-05,39245.73360327092,20471.574712762143,56546.29658469826
2011-10-06,46708.905956912575,29898.83893666445,65273.375588523006
2011-10-07,38909.09184526217,21107.567067672473,56811.71375659403
2011-10-09,25739.53433808351,7503.763862802993,43057.795367045954
2011-10-10,38977.466469436404,21496.77509156416,56645.788789113634
2011-10-11,43140.28363868869,24868.75596500029,61335.21009141085
2011-10-12,40609.28362316742,22623.35521632792,57542.59648017297
2011-10-13,48072.45597679555,29578.56960770756,64488.165355406614
2011-10-14,40272.64186517281,23223.182574287064,58617.94414581927
2011-10-16,27103.084358011605,9878.557442334775,45975.05201944165
2011-10-17,40341.01648932526,23750.9837438949,59160.71912344038
2011-10-18,44503.833658559364,26690.548158688383,63607.78329562561
2011-10-19,41972.83364306392,24863.28285387576,59642.45138721285
2011-10-20,49436.00599667851,32372.12497988291,67714.85015389975
2011-10-21,41636.19188508345,23950.23100083621,58299.95723934831
2011-10-23,28466.634377926166,11736.301732726115,46705.252019709464
2011-10-24,41704.56650928305,23827.229499356858,59140.527480519224
2011-10-25,45867.38367853707,27702.284517068285,63939.414128760414
2011-10-26,43336.38366301582,26415.59264210761,61128.79859641706
2011-10-27,50799.55601659561,33126.86741959436,69218.61240285521
2011-10-28,42999.74190498664,23812.121266730068,62203.48165761374
2011-10-30,29830.184397840727,12366.235667845036,47534.53132711502
2011-10-31,43068.11652924085,24439.368440238875,61648.906620773945
2011-11-01,47230.93369839765,30218.762659349177,65365.21446304206
2011-11-02,44699.93368286555,27591.82658224499,63018.39492421504
2011-11-03,52163.106036519835,34682.705302740724,69029.05656520375
2011-11-04,44363.29192491621,26410.673271214193,61111.48005471396
2011-11-06,31193.734417723506,13407.210984609017,48273.38851139423
2011-11-07,44431.666549129695,26405.45981677506,62355.46913263401
2011-11-08,48594.48371832688,31092.999161936426,67487.29308433879
2011-11-09,46063.48370281744,29144.499323224725,63774.731352945186
2011-11-10,53526.656056444044,35908.02136023234,73235.34275209201
2011-11-11,45726.84194480046,27501.934457748055,63287.97853156226
2011-11-13,32557.284437683382,13978.533286471858,49927.72403035905
2011-11-14,45795.21656903736,29436.985630149513,63418.690800717886
2011-11-15,49958.033738256134,32138.676689840748,67960.06334795879
2011-11-16,47427.03372271394,30173.801339424466,66731.35572936489
2011-11-17,54890.206076327006,35148.35173366522,71891.63910445126
2011-11-18,47090.39196472258,29563.740534804503,63735.81122832882
2011-11-20,33920.83445756616,14527.813770996629,49596.51030203653
2011-11-21,47158.76658894502,28818.666572648803,65198.71968214371
2011-11-22,51321.58375818538,32661.34386749881,70060.91612166922
2011-11-23,48790.583742674455,30471.694675349157,67588.077350376
2011-11-24,56253.75609628536,37195.277900622816,74759.33010676432
2011-11-25,48453.94198461428,31253.72948504676,66317.41513923867
2011-11-27,35284.38447748072,17043.81036720964,51778.65680313659
2011-11-28,48522.31660881504,30381.84464994022,66740.68336859702
2011-11-29,52685.13377804595,37517.47650495196,70959.77516082938
2011-11-30,50154.13376257096,32744.34553153925,67451.34825614392
2011-12-01,57617.30611616833,38621.22388829555,75745.2835399173
2011-12-02,49817.49200454385,32134.637530124717,67429.17940850789
2011-12-04,36647.93449737704,19405.86454809078,54367.34224996451
2011-12-05,49885.86662872271,32689.07040052672,69587.27981685683
2011-12-06,54048.68379803375,36345.510458884986,70867.47642972505
2011-12-07,51517.68378246745,33166.9772188133,69063.33213684514
2011-12-08,58980.85613612668,41071.11685987155,76417.5441039223
2011-12-09,51181.042024465976,33073.98823925152,68058.47537153009
2011-12-10,63539.24014706376,45243.559634039426,81113.58720811053
2011-12-11,38011.484517291596,18677.140174708005,56501.57617087302
2011-12-12,51249.416648680504,33015.968754736445,69466.09042988106
2011-12-13,55412.23381790444,37416.83167998887,73824.97128249293
2011-12-14,52881.23380236395,35813.13622334318,68966.51638982035
2011-12-15,60344.40615600253,42521.497629134865,78561.92626945622
2011-12-16,52544.592044376615,34606.290997545984,69190.33208687187
2011-12-17,64902.790166959516,47310.601551896834,83291.75407893388
2011-12-18,39375.03453720616,20382.470913062774,56228.68514904603
2011-12-19,52612.96666853803,34716.62807992204,70852.2456761545
2011-12-20,56775.78383776501,38527.39703335876,73952.33582728967
2011-12-21,54244.783822324476,36777.353299380615,72583.46334342571
2011-12-22,61707.95617592674,44158.83926444974,79615.84576088973
2011-12-23,53908.14206430619,36631.63371685271,72192.75663198755
2011-12-24,66266.34018686952,48179.70528578062,82579.73587064607
2011-12-25,40738.58455717958,22976.9000034738,60053.67025493126
2011-12-26,53976.516688477015,36474.41496803577,72301.45843388805
2011-12-27,58139.33385769425,40840.08407701786,76278.1551049825
2011-12-28,55608.333842165586,37965.41719993613,73487.85952446694
2011-12-29,63071.50619585096,45035.42690700301,82617.15377434278
2011-12-30,55271.69208419789,37356.56612985882,73348.66883222105
2011-12-31,67629.89020680085,50706.94484715994,85527.94013324914
2012-01-01,42102.13457706236,23892.746712419877,60149.23724022508
2012-01-02,55340.06670838468,35722.437430106664,72674.43560772661
2012-01-03,59502.883877564935,41995.961182275416,77074.39432650752
2012-01-04,56971.88386211747,38022.6240768865,73476.82317322707
2012-01-05,64435.05621576806,46827.653698539405,82628.69149120172
2012-01-06,56635.24210412001,38531.65489493482,76005.43984587812
2012-01-07,68993.44022670372,51770.32210997354,88280.57115554805
2012-01-08,43465.68459697691,25057.663040058338,61236.30108182835
2012-01-09,56703.61672829234,38726.08978880686,74349.05718026777
2012-01-10,60866.43389755274,43294.82871617077,79563.66268443862
2012-01-11,58335.43388197584,38835.02352728662,76445.55813936733
2012-01-12,65798.60623565102,46997.45999294351,83607.39963587509
2012-01-13,57998.792124030646,39311.18154896231,76692.76226389736
2012-01-14,70356.99024661373,50749.37717591435,87803.63052211226
2012-01-15,44829.2346168597,26527.32123860489,63504.68176609126
2012-01-16,58067.16674818118,40605.63049371008,77260.90167065561
2012-01-17,62229.98391741331,45651.17250966376,80542.2397227704
2012-01-18,59698.98390192773,41993.98928663743,76492.27830219723
2012-01-19,67162.15625557525,48811.41127023515,85185.96724526277
2012-01-20,59362.34214394128,41170.517718343894,77792.32507503376
2012-01-21,71720.540266545,53847.786088383655,88384.4320116948
2012-01-22,46192.784636819575,28202.053336395158,63940.864227151804
2012-01-23,59430.716768138984,42151.18073046681,75707.02024343018
2012-01-24,63593.53393734255,45379.461319421775,81721.47056143655
2012-01-25,61062.533921879614,42314.911985604565,76882.58379005913
2012-01-26,68525.70627545821,51768.83442973756,86818.1394190832
2012-01-27,60725.89216384447,43726.763267794595,79315.51896796102
2012-01-28,73084.090286455,55329.344587557935,90991.76026021696
2012-01-29,47556.33465670237,29278.114806881338,65788.07759864465
2012-01-30,60794.266788046654,43249.293730918514,78661.52235265031
2012-01-31,64957.08395727181,46803.57179303867,83199.26822195627
2012-02-01,62426.08394172936,44639.31926017642,81684.97008964735
2012-02-02,69889.25629541658,52027.96755260081,87440.37172358959
2012-02-03,62089.44218377405,43541.32601698319,78321.01250261701
2012-02-04,74447.64030635788,57586.355852806955,93405.32411199693
2012-02-05,48919.88467658515,30451.5997568286,66522.97975768681
2012-02-06,62157.816808004456,44378.503918824084,81125.91458083582
2012-02-07,66320.63397718084,47521.19027781864,85224.46858556279
2012-02-08,63789.633961681255,46475.44572823584,81370.58558184322
2012-02-09,71252.80631529953,53722.09895524829,89352.3866539782
2012-02-10,63452.99220368467,44857.42961997983,81102.12768813067
2012-02-11,75811.19032626787,57522.94066004773,93115.36283006442
2012-02-12,50283.434696545,33303.74961579381,68622.01109688588
2012-02-13,63521.36682784314,46787.513595521494,80833.67858089576
2012-02-14,67684.18399711006,49166.665277834574,86597.23613783413
2012-02-15,65153.18398157773,49292.8591788681,82995.88832572174
2012-02-16,72616.35633518249,55905.94838259122,91464.63937321582
2012-02-17,64816.54222361425,47403.084679046544,82836.44974915635
2012-02-18,77174.74034619206,59366.627475496636,94947.61356396817
2012-02-19,51646.98471642779,33408.940565500256,69402.6662568858
2012-02-20,64884.91684780094,47609.39421013457,83657.1811837694
2012-02-21,69047.73401703931,50509.29921036727,86465.00017203699
2012-02-22,66516.73400152962,48328.37843898806,83133.14609182157
2012-02-23,73979.90635514082,55353.10514279498,91423.11997472182
2012-02-24,66180.09224347211,47988.550716656566,83861.65666490489
2012-02-25,78538.29036609494,60902.06366919793,96194.81409955787
2012-02-26,53010.534736342335,35689.96195875409,72258.75575554433
2012-02-27,66248.46686775875,48412.5152617318,83383.12736773428
2012-02-28,70411.28403689987,50512.685129802,87675.71447995951
2012-02-29,67880.28402143475,50928.39451744773,84906.85324734147
2012-03-01,75343.4563750238,56819.23555111271,92910.55087295728
2012-03-02,67543.64226340168,48779.611686320204,85188.52217212247
2012-03-03,79901.84038599781,60953.88795517246,97727.32674550658
2012-03-04,54374.084756225115,37334.09946193694,72369.78211190418
2012-03-05,67612.01688759743,50430.71793180009,86815.57604697139
2012-03-06,71774.83405688769,53714.59257504987,89570.83396042426
2012-03-07,69243.83404133125,51286.085304539,86738.98126918392
2012-03-08,76707.00639494801,60519.40901955144,95363.40089423374
